2025-11-09T12:54:00.623040+00:00,INFO,doctor,48f21de6-6d74-4a7a-843b-d9521d0d4233,Doctor run result,"{""overall"": ""ok"", ""checks"": [{""name"": ""config"", ""status"": ""ok"", ""detail"": ""Основні налаштування присутні""}, {""name"": ""postgres-config"", ""status"": ""ok"", ""detail"": ""DSN: postgresql+psycopg://user:pass@localhost:5432/app""}]}"
2025-11-09T12:54:00.624901+00:00,INFO,httpx,,"HTTP Request: GET http://testserver/meta/doctor ""HTTP/1.1 200 OK""",null
2025-11-09T12:54:00.629924+00:00,INFO,httpx,,"HTTP Request: GET http://testserver/health ""HTTP/1.1 200 OK""",null
2025-11-09T12:54:00.631247+00:00,INFO,price,,test-log,"{""k"": ""v""}"
2025-11-09 13:14:10;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 13:14:10;INFO;doctor;;Doctor run result
2025-11-09 13:14:10;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 13:14:10;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 13:14:10;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 13:14:10;INFO;price;;test-log
2025-11-09 13:35:10;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 13:35:10;INFO;doctor;;Doctor run result
2025-11-09 13:35:10;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 13:35:10;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 13:35:10;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 13:35:10;INFO;price;;test-log
2025-11-09 13:45:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 13:45:22;INFO;doctor;;Doctor run result
2025-11-09 13:45:22;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 13:45:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 13:45:22;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 13:45:22;INFO;price;;test-log
2025-11-09 13:54:43;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 13:54:43;INFO;doctor;;Doctor run result
2025-11-09 13:54:43;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 13:54:43;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 13:54:43;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 13:54:43;INFO;price;;test-log
2025-11-09 14:02:13;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:02:13;INFO;doctor;;Doctor run result
2025-11-09 14:02:13;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 14:02:13;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:02:13;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 14:02:13;INFO;price;;test-log
2025-11-09 14:07:40;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:07:40;INFO;doctor;;Doctor run result
2025-11-09 14:07:40;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 14:07:40;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:07:40;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 14:07:40;INFO;price;;test-log
2025-11-09 14:12:53;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:12:54;INFO;doctor;4e95ddc6-74ae-4a93-b218-ede75fd3dd26;Doctor run result
2025-11-09 14:12:54;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 14:12:54;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:12:54;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 14:12:54;INFO;price;;test-log
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: GET http://testserver/meta/info "HTTP/1.1 200 OK"
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: GET http://testserver/meta/ping "HTTP/1.1 200 OK"
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 200 OK"
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 400 Bad Request"
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 200 OK"
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: GET http://testserver/meta/ping "HTTP/1.1 200 OK"
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 14:21:26;INFO;price;;test-log
2025-11-09 14:21:26;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:21:26;INFO;doctor;80caec2b-f1f7-42fa-82db-009df3527586;Doctor run result
2025-11-09 14:21:26;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 400 Bad Request"
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 200 OK"
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 200 OK"
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: GET http://testserver/meta/info "HTTP/1.1 200 OK"
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: GET http://testserver/meta/ping "HTTP/1.1 200 OK"
2025-11-09 14:22:22;INFO;price;;test-log
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: GET http://testserver/meta/ping "HTTP/1.1 200 OK"
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 14:22:22;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:22:22;INFO;doctor;3d0fffdf-1041-490b-b26f-62586f110baf;Doctor run result
2025-11-09 14:22:22;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 14:23:04;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:23:04;INFO;httpx;;HTTP Request: GET http://testserver/meta/ping "HTTP/1.1 200 OK"
2025-11-09 14:23:04;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 14:23:04;INFO;httpx;;HTTP Request: GET http://testserver/health "HTTP/1.1 200 OK"
2025-11-09 14:23:04;INFO;price;;test-log
2025-11-09 15:00:45;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 15:00:45;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 200 OK"
2025-11-09 15:00:45;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 15:00:45;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 200 OK"
2025-11-09 15:00:45;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 15:00:45;INFO;httpx;;HTTP Request: POST http://testserver/price/quote "HTTP/1.1 400 Bad Request"
2025-11-09 15:00:45;INFO;price;;test-log
2025-11-09 15:00:45;DEBUG;asyncio;;Using selector: EpollSelector
2025-11-09 15:00:45;INFO;doctor;f3b8b727-8c08-4538-904d-712583aa9b4a;Doctor run result
2025-11-09 15:00:45;INFO;httpx;;HTTP Request: GET http://testserver/meta/doctor "HTTP/1.1 200 OK"
2025-11-09 15:00:45;DEBUG;asyncio;;Using selector: EpollSelector
